Rank,Prev_rank,Rider_name,Team_name,UCI_points,Points,Time,Year
1,1,POGAČAR Tadej,UAE-Team Emirates,1000,500,82:56:36,2021
2,2,VINGEGAARD Jonas,Team Jumbo-Visma,800,380,5:205:20,2021
3,3,CARAPAZ Richard,INEOS Grenadiers,675,340,7:037:03,2021
4,4,O'CONNOR Ben,AG2R Citroën Team,575,300,10:0210:02,2021
5,5,KELDERMAN Wilco,BORA - hansgrohe,475,280,10:1310:13,2021
6,6,MAS Enric,Movistar Team,400,260,11:4311:43,2021
7,7,LUTSENKO Alexey,Astana - Premier Tech,325,240,12:2312:23,2021
8,8,MARTIN Guillaume,"Cofidis, Solutions Crédits",275,220,15:3315:33,2021
9,9,BILBAO Pello,Bahrain - Victorious,225,210,16:0416:04,2021
10,10,URÁN Rigoberto,EF Education - Nippo,175,200,18:3418:34,2021
11,11,GAUDU David,Groupama - FDJ,150,190,21:5021:50,2021
12,12,CATTANEO Mattia,Deceuninck - Quick Step,125,180,24:5824:58,2021
13,13,CHAVES Esteban,Team BikeExchange,105,170,37:4837:48,2021
14,14,MEINTJES Louis,Intermarché - Wanty - Gobert Matériaux,85,160,38:0938:09,2021
15,15,PARET-PEINTRE Aurélien,AG2R Citroën Team,75,150,39:0939:09,2021
16,16,POELS Wout,Bahrain - Victorious,70,140,50:3550:35,2021
17,17,TEUNS Dylan,Bahrain - Victorious,65,130,51:4051:40,2021
18,18,GUERREIRO Ruben,EF Education - Nippo,60,120,54:1054:10,2021
19,19,VAN AERT Wout,Team Jumbo-Visma,55,110,57:0257:02,2021
20,20,MOLLEMA Bauke,Trek - Segafredo,50,100,1:02:181:02:18,2021
21,21,HENAO Sergio,Team Qhubeka NextHash,40,95,1:03:121:03:12,2021
22,22,BONNAMOUR Franck,B&B Hotels p/b KTM,40,90,1:04:351:04:35,2021
23,24,CASTROVIEJO Jonathan,INEOS Grenadiers,40,85,1:06:201:06:20,2021
24,25,VALVERDE Alejandro,Movistar Team,40,80,1:07:501:07:50,2021
25,23,HIGUITA Sergio,EF Education - Nippo,40,75,1:09:161:09:16,2021
26,26,IZAGIRRE Ion,Astana - Premier Tech,30,70,1:23:391:23:39,2021
27,27,KONRAD Patrick,BORA - hansgrohe,30,65,1:27:061:27:06,2021
28,28,QUINTANA Nairo,Team Arkéa Samsic,30,60,1:33:111:33:11,2021
29,30,MEURISSE Xandro,Alpecin-Fenix,30,55,1:40:481:40:48,2021
30,29,ALAPHILIPPE Julian,Deceuninck - Quick Step,30,50,1:43:061:43:06,2021
31,31,MOHORIČ Matej,Bahrain - Victorious,25,45,1:50:041:50:04,2021
32,33,KUSS Sepp,Team Jumbo-Visma,25,40,",,1:50:04",2021
33,32,BUCHMANN Emanuel,BORA - hansgrohe,25,35,1:51:051:51:05,2021
34,35,MAJKA Rafał,UAE-Team Emirates,25,30,1:54:041:54:04,2021
35,36,PACHER Quentin,B&B Hotels p/b KTM,25,25,1:55:341:55:34,2021
36,34,ELISSONDE Kenny,Trek - Segafredo,25,25,1:56:331:56:33,2021
37,37,BERNARD Julien,Trek - Segafredo,25,25,2:03:322:03:32,2021
38,39,PORTE Richie,INEOS Grenadiers,25,25,2:06:392:06:39,2021
39,40,STUYVEN Jasper,Trek - Segafredo,25,25,2:07:392:07:39,2021
40,41,MARTIN Dan,Israel Start-Up Nation,25,25,2:09:352:09:35,2021
41,42,THOMAS Geraint,INEOS Grenadiers,20,25,2:11:372:11:37,2021
42,43,MADOUAS Valentin,Groupama - FDJ,20,25,2:11:392:11:39,2021
43,44,POWLESS Neilson,EF Education - Nippo,20,25,2:13:332:13:33,2021
44,46,FORMOLO Davide,UAE-Team Emirates,20,25,2:15:562:15:56,2021
45,45,DONOVAN Mark,Team DSM,20,25,2:17:402:17:40,2021
46,47,RODRÍGUEZ Cristián,Team TotalEnergies,20,25,2:19:312:19:31,2021
47,48,LATOUR Pierre,Team TotalEnergies,20,25,2:19:362:19:36,2021
48,49,BAKELANTS Jan,Intermarché - Wanty - Gobert Matériaux,20,25,2:21:302:21:30,2021
49,50,KÜNG Stefan,Groupama - FDJ,20,25,2:22:032:22:03,2021
50,52,POLITT Nils,BORA - hansgrohe,20,25,2:22:442:22:44,2021
51,53,ROLLAND Pierre,B&B Hotels p/b KTM,15,25,2:23:112:23:11,2021
52,54,COLBRELLI Sonny,Bahrain - Victorious,15,25,2:24:392:24:39,2021
53,51,VALGREN Michael,EF Education - Nippo,15,25,2:26:162:26:16,2021
54,55,VAN BAARLE Dylan,INEOS Grenadiers,15,25,2:27:072:27:07,2021
55,56,RUTSCH Jonas,EF Education - Nippo,15,25,2:29:332:29:33,2021
56,58,CORT Magnus,EF Education - Nippo,10,25,2:30:232:30:23,2021
57,57,FRAILE Omar,Astana - Premier Tech,10,25,2:31:142:31:14,2021
58,59,SCHÄR Michael,AG2R Citroën Team,10,25,2:35:182:35:18,2021
59,60,DILLIER Silvan,Alpecin-Fenix,10,25,2:35:432:35:43,2021
60,61,GEOGHEGAN HART Tao,INEOS Grenadiers,10,25,2:37:022:37:02,2021
61,63,GESBERT Élie,Team Arkéa Samsic,,25,2:38:282:38:28,2021
62,62,GESCHKE Simon,"Cofidis, Solutions Crédits",,25,2:38:512:38:51,2021
63,64,ROTA Lorenzo,Intermarché - Wanty - Gobert Matériaux,,25,2:39:572:39:57,2021
64,67,ASGREEN Kasper,Deceuninck - Quick Step,,25,2:43:412:43:41,2021
65,66,VAN MOER Brent,Lotto Soudal,,25,2:43:492:43:49,2021
66,65,HOULE Hugo,Astana - Premier Tech,,25,2:44:392:44:39,2021
67,70,ERVITI Imanol,Movistar Team,,25,2:49:072:49:07,2021
68,69,KWIATKOWSKI Michał,INEOS Grenadiers,,25,2:49:222:49:22,2021
69,71,MCNULTY Brandon,UAE-Team Emirates,,25,2:50:532:50:53,2021
70,72,NAESEN Oliver,AG2R Citroën Team,,25,2:52:252:52:25,2021
71,73,SKUJIŅŠ Toms,Trek - Segafredo,,25,2:52:562:52:56,2021
72,74,DE LA PARTE Víctor,Team TotalEnergies,,25,2:54:282:54:28,2021
73,68,TURGIS Anthony,Team TotalEnergies,,25,2:55:512:55:51,2021
74,75,ARANBURU Alex,Astana - Premier Tech,,25,2:56:442:56:44,2021
75,76,GODON Dorian,AG2R Citroën Team,,25,2:57:112:57:11,2021
76,77,TEUNISSEN Mike,Team Jumbo-Visma,,25,2:58:252:58:25,2021
77,78,COSTA Rui,UAE-Team Emirates,,25,2:58:292:58:29,2021
78,79,DOUBEY Fabien,Team TotalEnergies,,25,3:02:453:02:45,2021
79,80,MATTHEWS Michael,Team BikeExchange,,25,3:03:303:03:30,2021
80,81,ZIMMERMANN Georg,Intermarché - Wanty - Gobert Matériaux,,25,3:05:483:05:48,2021
81,84,GAUTIER Cyril,B&B Hotels p/b KTM,,25,3:08:303:08:30,2021
82,82,DE GENDT Thomas,Lotto Soudal,,25,3:08:463:08:46,2021
83,86,ARMIRAIL Bruno,Groupama - FDJ,,25,3:09:583:09:58,2021
84,87,FERNÁNDEZ Rubén,"Cofidis, Solutions Crédits",,25,3:10:433:10:43,2021
85,83,SWEENY Harry,Lotto Soudal,,25,3:10:523:10:52,2021
86,88,PEREZ Anthony,"Cofidis, Solutions Crédits",,25,3:10:563:10:56,2021
87,85,HERRADA Jesús,"Cofidis, Solutions Crédits",,25,3:11:153:11:15,2021
88,89,BARTHE Cyril,B&B Hotels p/b KTM,,25,3:12:313:12:31,2021
89,90,SWIFT Connor,Team Arkéa Samsic,,25,3:13:483:13:48,2021
90,91,ARCAS Jorge,Movistar Team,,25,3:14:413:14:41,2021
91,92,LAPORTE Christophe,"Cofidis, Solutions Crédits",,25,3:15:033:15:03,2021
92,93,PÉRICHON Pierre-Luc,"Cofidis, Solutions Crédits",,25,3:16:273:16:27,2021
93,94,CHEVALIER Maxime,B&B Hotels p/b KTM,,25,3:16:543:16:54,2021
94,95,GARCÍA CORTINA Iván,Movistar Team,,25,3:21:253:21:25,2021
95,96,RICKAERT Jonas,Alpecin-Fenix,,25,3:22:363:22:36,2021
96,97,WRIGHT Fred,Bahrain - Victorious,,25,3:24:193:24:19,2021
97,98,VAN AVERMAET Greg,AG2R Citroën Team,,25,3:24:293:24:29,2021
98,99,HIRSCHI Marc,UAE-Team Emirates,,25,3:24:383:24:38,2021
99,101,GILBERT Philippe,Lotto Soudal,,25,3:27:223:27:22,2021
100,102,DURBRIDGE Luke,Team BikeExchange,,25,3:28:053:28:05,2021
101,100,VERONA Carlos,Movistar Team,,25,3:28:403:28:40,2021
102,103,MEZGEC Luka,Team BikeExchange,,25,3:30:173:30:17,2021
103,104,BISSEGGER Stefan,EF Education - Nippo,,25,3:31:353:31:35,2021
104,105,THEUNS Edward,Trek - Segafredo,,25,3:33:313:33:31,2021
105,107,BOIVIN Guillaume,Israel Start-Up Nation,,25,3:33:423:33:42,2021
106,108,SBARAGLI Kristian,Alpecin-Fenix,,25,3:34:193:34:19,2021
107,106,COSNEFROY Benoît,AG2R Citroën Team,,25,3:34:543:34:54,2021
108,109,BALLERINI Davide,Deceuninck - Quick Step,,25,3:35:133:35:13,2021
109,111,PHILIPSEN Jasper,Alpecin-Fenix,,25,3:42:113:42:11,2021
110,112,BJERG Mikkel,UAE-Team Emirates,,25,3:42:213:42:21,2021
111,110,PEDERSEN Casper,Team DSM,,25,3:42:523:42:52,2021
112,114,LAENGEN Vegard Stake,UAE-Team Emirates,,25,3:43:333:43:33,2021
113,115,GRUZDEV Dmitriy,Astana - Premier Tech,,25,3:44:493:44:49,2021
114,113,JUUL-JENSEN Christopher,Team BikeExchange,,25,3:45:073:45:07,2021
115,116,OSS Daniel,BORA - hansgrohe,,25,3:46:533:46:53,2021
116,117,PÖSTLBERGER Lukas,BORA - hansgrohe,,25,3:47:123:47:12,2021
117,120,VAN POPPEL Boy,Intermarché - Wanty - Gobert Matériaux,,25,3:50:253:50:25,2021
118,118,VAKOČ Petr,Alpecin-Fenix,,25,3:51:063:51:06,2021
119,119,SCHELLING Ide,BORA - hansgrohe,,25,3:51:163:51:16,2021
120,121,VAN POPPEL Danny,Intermarché - Wanty - Gobert Matériaux,,25,3:52:533:52:53,2021
121,122,WALSCHEID Max,Team Qhubeka NextHash,,25,3:53:053:53:05,2021
122,124,GOLDSTEIN Omer,Israel Start-Up Nation,,25,3:55:263:55:26,2021
123,123,CLARKE Simon,Team Qhubeka NextHash,,25,3:56:083:56:08,2021
124,125,BARBERO Carlos,Team Qhubeka NextHash,,25,4:00:204:00:20,2021
125,126,GREIPEL André,Israel Start-Up Nation,,25,4:01:264:01:26,2021
126,128,EEKHOFF Nils,Team DSM,,25,4:02:444:02:44,2021
127,129,HALLER Marco,Bahrain - Victorious,,25,4:03:014:03:01,2021
128,127,NIEUWENHUIS Joris,Team DSM,,25,4:03:224:03:22,2021
129,130,SIMON Julien,Team TotalEnergies,,25,4:05:494:05:49,2021
130,131,BENNETT Sean,Team Qhubeka NextHash,,25,4:07:424:07:42,2021
131,133,WALLAYS Jelle,"Cofidis, Solutions Crédits",,25,4:09:464:09:46,2021
132,132,CABOT Jérémy,Team TotalEnergies,,25,4:11:354:11:35,2021
133,134,FROOME Chris,Israel Start-Up Nation,,25,4:12:014:12:01,2021
134,135,ZABEL Rick,Israel Start-Up Nation,,25,4:13:074:13:07,2021
135,136,DEVENYNS Dries,Deceuninck - Quick Step,,25,4:20:494:20:49,2021
136,137,HOLLENSTEIN Reto,Israel Start-Up Nation,,25,4:24:194:24:19,2021
137,138,PEDERSEN Mads,Trek - Segafredo,,25,4:29:174:29:17,2021
138,139,MØRKØV Michael,Deceuninck - Quick Step,,25,4:32:454:32:45,2021
139,140,CAVENDISH Mark,Deceuninck - Quick Step,,25,4:34:144:34:14,2021
140,141,BOL Cees,Team DSM,,25,4:36:394:36:39,2021
141,142,DECLERCQ Tim,Deceuninck - Quick Step,,25,5:01:095:01:09,2021
1,1,POGAČAR Tadej,UAE-Team Emirates,1000,500,87:20:05,2020
2,2,ROGLIČ Primož,Team Jumbo-Visma,800,380,0:590:59,2020
3,3,PORTE Richie,Trek - Segafredo,675,340,3:303:30,2020
4,4,LANDA Mikel,Bahrain - McLaren,575,300,5:585:58,2020
5,5,MAS Enric,Movistar Team,475,280,6:076:07,2020
6,6,LÓPEZ Miguel Ángel,Astana Pro Team,400,260,6:476:47,2020
7,7,DUMOULIN Tom,Team Jumbo-Visma,325,240,7:487:48,2020
8,8,URÁN Rigoberto,EF Pro Cycling,275,220,8:028:02,2020
9,9,YATES Adam,Mitchelton-Scott,225,210,9:259:25,2020
10,10,CARUSO Damiano,Bahrain - McLaren,175,200,14:0314:03,2020
11,11,MARTIN Guillaume,"Cofidis, Solutions Crédits",150,190,16:5816:58,2020
12,12,VALVERDE Alejandro,Movistar Team,125,180,17:4117:41,2020
13,13,CARAPAZ Richard,INEOS Grenadiers,105,170,25:5325:53,2020
14,14,BARGUIL Warren,Team Arkéa Samsic,85,160,31:0431:04,2020
15,15,KUSS Sepp,Team Jumbo-Visma,75,150,42:2042:20,2020
16,16,BILBAO Pello,Bahrain - McLaren,70,140,55:5655:56,2020
17,17,QUINTANA Nairo,Team Arkéa Samsic,65,130,1:03:071:03:07,2020
18,18,ROLLAND Pierre,B&B Hotels - Vital Concept p/b KTM,60,120,1:08:261:08:26,2020
19,19,VERONA Carlos,Movistar Team,55,110,1:19:541:19:54,2020
20,20,VAN AERT Wout,Team Jumbo-Visma,50,100,1:20:311:20:31,2020
21,21,SOLER Marc,Movistar Team,40,95,1:31:531:31:53,2020
22,22,IZAGIRRE Gorka,Astana Pro Team,40,90,1:36:121:36:12,2020
23,24,CHAVES Esteban,Mitchelton-Scott,40,85,1:38:451:38:45,2020
24,23,REICHENBACH Sébastien,Groupama - FDJ,40,80,1:39:271:39:27,2020
25,25,ELISSONDE Kenny,Trek - Segafredo,40,75,1:40:061:40:06,2020
26,26,CHEREL Mikaël,AG2R La Mondiale,30,70,1:40:511:40:51,2020
27,27,MADOUAS Valentin,Groupama - FDJ,30,65,1:42:431:42:43,2020
28,28,MARTÍNEZ Daniel Felipe,EF Pro Cycling,30,60,1:55:121:55:12,2020
29,29,PINOT Thibaut,Groupama - FDJ,30,55,1:59:541:59:54,2020
30,30,KWIATKOWSKI Michał,INEOS Grenadiers,30,50,2:06:322:06:32,2020
31,31,SICARD Romain,Team Total Direct Energie,25,45,2:13:022:13:02,2020
32,33,SÁNCHEZ Luis León,Astana Pro Team,25,40,2:13:472:13:47,2020
33,34,KÄMNA Lennard,BORA - hansgrohe,25,35,2:15:392:15:39,2020
34,32,BENNETT George,Team Jumbo-Visma,25,30,2:15:492:15:49,2020
35,35,VUILLERMOZ Alexis,AG2R La Mondiale,25,25,2:16:192:16:19,2020
36,36,ALAPHILIPPE Julian,Deceuninck - Quick Step,25,25,2:19:112:19:11,2020
37,37,CARTHY Hugh,EF Pro Cycling,25,25,2:20:312:20:31,2020
38,38,BUCHMANN Emanuel,BORA - hansgrohe,25,25,2:21:572:21:57,2020
39,39,MOLARD Rudy,Groupama - FDJ,25,25,2:26:532:26:53,2020
40,41,POLANC Jan,UAE-Team Emirates,25,25,2:29:542:29:54,2020
41,40,MARTIN Dan,Israel Start-Up Nation,20,25,2:30:252:30:25,2020
42,42,GESINK Robert,Team Jumbo-Visma,20,25,2:30:352:30:35,2020
43,43,JUNGELS Bob,Deceuninck - Quick Step,20,25,2:33:302:33:30,2020
44,44,HERRADA Jesús,"Cofidis, Solutions Crédits",20,25,2:34:502:34:50,2020
45,45,TEJADA Harold,Astana Pro Team,20,25,2:37:022:37:02,2020
46,47,LUTSENKO Alexey,Astana Pro Team,20,25,2:39:372:39:37,2020
47,46,HOULE Hugo,Astana Pro Team,20,25,2:39:542:39:54,2020
48,48,GESCHKE Simon,CCC Team,20,25,2:44:272:44:27,2020
49,49,EDET Nicolas,"Cofidis, Solutions Crédits",20,25,2:48:442:48:44,2020
50,50,VAN AVERMAET Greg,CCC Team,20,25,2:49:502:49:50,2020
51,51,EG Niklas,Trek - Segafredo,15,25,2:50:042:50:04,2020
52,52,DE GENDT Thomas,Lotto Soudal,15,25,2:51:562:51:56,2020
53,54,PACHER Quentin,B&B Hotels - Vital Concept p/b KTM,15,25,2:54:172:54:17,2020
54,53,HIRSCHI Marc,Team Sunweb,15,25,2:54:342:54:34,2020
55,56,OLIVEIRA Nelson,Movistar Team,15,25,3:01:413:01:41,2020
56,57,POWLESS Neilson,EF Pro Cycling,10,25,3:03:093:03:09,2020
57,55,SCHACHMANN Maximilian,BORA - hansgrohe,10,25,3:03:283:03:28,2020
58,58,KRAGH ANDERSEN Søren,Team Sunweb,10,25,3:06:263:06:26,2020
59,59,VAN BAARLE Dylan,INEOS Grenadiers,10,25,3:07:423:07:42,2020
60,60,FRAILE Omar,Astana Pro Team,10,25,3:13:413:13:41,2020
61,61,NAESEN Oliver,AG2R La Mondiale,,25,3:22:043:22:04,2020
62,64,BETTIOL Alberto,EF Pro Cycling,,25,3:24:553:24:55,2020
63,63,GROßSCHARTNER Felix,BORA - hansgrohe,,25,3:25:173:25:17,2020
64,62,ROCHE Nicolas,Team Sunweb,,25,3:27:133:27:13,2020
65,65,PETERS Nans,AG2R La Mondiale,,25,3:27:463:27:46,2020
66,66,ANACONA Winner,Team Arkéa Samsic,,25,3:32:403:32:40,2020
67,67,HIRT Jan,CCC Team,,25,3:34:583:34:58,2020
68,68,HERMANS Ben,Israel Start-Up Nation,,25,3:37:123:37:12,2020
69,71,SCHÄR Michael,CCC Team,,25,3:38:553:38:55,2020
70,72,ROJAS José Joaquín,Movistar Team,,25,3:40:493:40:49,2020
71,73,STUYVEN Jasper,Trek - Segafredo,,25,3:40:523:40:52,2020
72,70,DE LA CRUZ David,UAE-Team Emirates,,25,3:41:203:41:20,2020
73,69,VALGREN Michael,NTT Pro Cycling,,25,3:41:453:41:45,2020
74,75,ERVITI Imanol,Movistar Team,,25,3:48:003:48:00,2020
75,74,BENOOT Tiesj,Team Sunweb,,25,3:48:503:48:50,2020
76,77,MOHORIČ Matej,Bahrain - McLaren,,25,3:49:023:49:02,2020
77,76,AMADOR Andrey,INEOS Grenadiers,,25,3:49:043:49:04,2020
78,78,GAUTIER Cyril,B&B Hotels - Vital Concept p/b KTM,,25,3:51:573:51:57,2020
79,79,TRENTIN Matteo,CCC Team,,25,3:52:103:52:10,2020
80,81,CATALDO Dario,Movistar Team,,25,3:52:513:52:51,2020
81,80,SKUJIŅŠ Toms,Trek - Segafredo,,25,3:53:093:53:09,2020
82,82,LAENGEN Vegard Stake,UAE-Team Emirates,,25,3:53:173:53:17,2020
83,83,BAUER Jack,Mitchelton-Scott,,25,4:00:344:00:34,2020
84,84,SAGAN Peter,BORA - hansgrohe,,25,4:04:154:04:15,2020
85,85,NEILANDS Krists,Israel Start-Up Nation,,25,4:11:034:11:03,2020
86,86,PÉRICHON Pierre-Luc,"Cofidis, Solutions Crédits",,25,4:14:284:14:28,2020
87,87,SIVAKOV Pavel,INEOS Grenadiers,,25,4:15:384:15:38,2020
88,88,MEZGEC Luka,Mitchelton-Scott,,25,4:17:074:17:07,2020
89,89,KEUKELEIRE Jens,EF Pro Cycling,,25,4:18:474:18:47,2020
90,91,DEVENYNS Dries,Deceuninck - Quick Step,,25,4:20:414:20:41,2020
91,90,VAN GARDEREN Tejay,EF Pro Cycling,,25,4:22:204:22:20,2020
92,92,PEDERSEN Casper,Team Sunweb,,25,4:24:134:24:13,2020
93,94,COLBRELLI Sonny,Bahrain - McLaren,,25,4:24:424:24:42,2020
94,93,LADAGNOUS Matthieu,Groupama - FDJ,,25,4:24:524:24:52,2020
95,95,QUINTANA Dayer,Team Arkéa Samsic,,25,4:25:504:25:50,2020
96,96,BARTHE Cyril,B&B Hotels - Vital Concept p/b KTM,,25,4:27:074:27:07,2020
97,97,IMPEY Daryl,Mitchelton-Scott,,25,4:28:394:28:39,2020
98,99,VAN ASBROECK Tom,Israel Start-Up Nation,,25,4:33:174:33:17,2020
99,100,JUUL-JENSEN Christopher,Mitchelton-Scott,,25,4:34:034:34:03,2020
100,98,DE MARCHI Alessandro,CCC Team,,25,4:34:064:34:06,2020
101,101,BOASSON HAGEN Edvald,NTT Pro Cycling,,25,4:34:194:34:19,2020
102,102,LEDANOIS Kévin,Team Arkéa Samsic,,25,4:35:484:35:48,2020
103,103,NIEUWENHUIS Joris,Team Sunweb,,25,4:38:504:38:50,2020
104,104,VENTURINI Clément,AG2R La Mondiale,,25,4:39:084:39:08,2020
105,106,OSS Daniel,BORA - hansgrohe,,25,4:40:464:40:46,2020
106,105,SWIFT Connor,Team Arkéa Samsic,,25,4:41:594:41:59,2020
107,108,LAPORTE Christophe,"Cofidis, Solutions Crédits",,25,4:44:304:44:30,2020
108,109,TURGIS Anthony,Team Total Direct Energie,,25,4:44:574:44:57,2020
109,107,KREUZIGER Roman,NTT Pro Cycling,,25,4:45:264:45:26,2020
110,110,POELS Wout,Bahrain - McLaren,,25,4:47:234:47:23,2020
111,111,MARCATO Marco,UAE-Team Emirates,,25,4:48:474:48:47,2020
112,112,CONSONNI Simone,"Cofidis, Solutions Crédits",,25,4:53:504:53:50,2020
113,113,CAVAGNA Rémi,Deceuninck - Quick Step,,25,4:58:464:58:46,2020
114,116,ASGREEN Kasper,Deceuninck - Quick Step,,25,5:00:045:00:04,2020
115,117,HOFSTETTER Hugo,Israel Start-Up Nation,,25,5:00:145:00:14,2020
116,114,COSNEFROY Benoît,AG2R La Mondiale,,25,5:00:435:00:43,2020
117,115,GRELLIER Fabien,Team Total Direct Energie,,25,5:01:325:01:32,2020
118,118,MARTIN Tony,Team Jumbo-Visma,,25,5:05:285:05:28,2020
119,119,THEUNS Edward,Trek - Segafredo,,25,5:08:105:08:10,2020
120,120,POLITT Nils,Israel Start-Up Nation,,25,5:09:025:09:02,2020
121,121,GIBBONS Ryan,NTT Pro Cycling,,25,5:09:325:09:32,2020
122,122,COQUARD Bryan,B&B Hotels - Vital Concept p/b KTM,,25,5:10:325:10:32,2020
123,123,SOUPE Geoffrey,Team Total Direct Energie,,25,5:10:405:10:40,2020
124,124,PEDERSEN Mads,Trek - Segafredo,,25,5:11:035:11:03,2020
125,125,KOCH Jonas,CCC Team,,25,5:12:045:12:04,2020
126,126,ARNDT Nikias,Team Sunweb,,25,5:13:115:13:11,2020
127,127,DECLERCQ Tim,Deceuninck - Quick Step,,25,5:14:525:14:52,2020
128,128,JANSEN Amund Grøndahl,Team Jumbo-Visma,,25,5:17:285:17:28,2020
129,129,ROWE Luke,INEOS Grenadiers,,25,5:17:505:17:50,2020
130,131,MØRKØV Michael,Deceuninck - Quick Step,,25,5:26:215:26:21,2020
131,130,BURGAUDEAU Mathieu,Team Total Direct Energie,,25,5:27:385:27:38,2020
132,132,KRISTOFF Alexander,UAE-Team Emirates,,25,5:28:285:28:28,2020
133,133,RUSSO Clément,Team Arkéa Samsic,,25,5:28:455:28:45,2020
134,134,WALSCHEID Max,NTT Pro Cycling,,25,5:29:385:29:38,2020
135,135,VIVIANI Elia,"Cofidis, Solutions Crédits",,25,5:30:015:30:01,2020
136,136,CHEVALIER Maxime,B&B Hotels - Vital Concept p/b KTM,,25,5:31:305:31:30,2020
137,137,REZA Kévin,B&B Hotels - Vital Concept p/b KTM,,25,5:31:375:31:37,2020
138,138,BENNETT Sam,Deceuninck - Quick Step,,25,5:32:335:32:33,2020
139,139,NIV Guy,Israel Start-Up Nation,,25,5:34:435:34:43,2020
140,140,BOL Cees,Team Sunweb,,25,5:38:165:38:16,2020
141,141,BONIFAZIO Niccolò,Team Total Direct Energie,,25,5:42:135:42:13,2020
142,142,DE BUYST Jasper,Lotto Soudal,,25,5:43:075:43:07,2020
143,143,HALLER Marco,Bahrain - McLaren,,25,5:46:275:46:27,2020
144,144,EWAN Caleb,Lotto Soudal,,25,5:50:255:50:25,2020
145,145,FRISON Frederik,Lotto Soudal,,25,6:01:486:01:48,2020
146,146,KLUGE Roger,Lotto Soudal,,25,6:07:026:07:02,2020
1,1,BERNAL Egan,Team INEOS,1000,500,82:57:00,2019
2,2,THOMAS Geraint,Team INEOS,800,380,1:111:11,2019
3,3,KRUIJSWIJK Steven,Team Jumbo-Visma,675,340,1:311:31,2019
4,4,BUCHMANN Emanuel,BORA - hansgrohe,575,300,1:561:56,2019
5,5,ALAPHILIPPE Julian,Deceuninck - Quick Step,475,280,4:054:05,2019
6,6,LANDA Mikel,Movistar Team,400,260,4:234:23,2019
7,7,URÁN Rigoberto,EF Education First,325,240,5:155:15,2019
8,8,QUINTANA Nairo,Movistar Team,275,220,5:305:30,2019
9,9,VALVERDE Alejandro,Movistar Team,225,210,6:126:12,2019
10,10,BARGUIL Warren,Team Arkéa Samsic,175,200,7:327:32,2019
11,11,PORTE Richie,Trek - Segafredo,150,190,12:4212:42,2019
12,12,MARTIN Guillaume,Wanty - Gobert Cycling Team,125,180,22:0822:08,2019
13,13,GAUDU David,Groupama - FDJ,105,170,23:5823:58,2019
14,14,ARU Fabio,UAE-Team Emirates,85,160,27:3627:36,2019
15,15,BARDET Romain,AG2R La Mondiale,75,150,30:2330:23,2019
16,16,KREUZIGER Roman,Team Dimension Data,70,140,36:0936:09,2019
17,17,REICHENBACH Sébastien,Groupama - FDJ,65,130,44:2944:29,2019
18,18,MARTIN Dan,UAE-Team Emirates,60,120,45:2145:21,2019
19,19,LUTSENKO Alexey,Astana Pro Team,55,110,48:5248:52,2019
20,20,HERRADA Jesús,"Cofidis, Solutions Crédits",50,100,51:5751:57,2019
21,21,MEURISSE Xandro,Wanty - Gobert Cycling Team,40,95,56:4756:47,2019
22,22,MAS Enric,Deceuninck - Quick Step,40,90,58:2058:20,2019
23,24,DE PLUS Laurens,Team Jumbo-Visma,40,85,1:02:441:02:44,2019
24,23,BENNETT George,Team Jumbo-Visma,40,80,1:04:401:04:40,2019
25,25,MÜHLBERGER Gregor,BORA - hansgrohe,40,75,",,1:04:40",2019
26,26,POELS Wout,Team INEOS,30,70,1:12:251:12:25,2019
27,27,KANGERT Tanel,EF Education First,30,65,1:12:361:12:36,2019
28,28,MOLLEMA Bauke,Trek - Segafredo,30,60,1:14:581:14:58,2019
29,29,YATES Adam,Mitchelton-Scott,30,55,1:16:501:16:50,2019
30,30,BERNARD Julien,Trek - Segafredo,30,50,1:20:071:20:07,2019
31,31,CICCONE Giulio,Trek - Segafredo,25,45,1:20:491:20:49,2019
32,32,WOODS Michael,EF Education First,25,40,1:21:001:21:00,2019
33,33,MOLARD Rudy,Groupama - FDJ,25,35,1:21:171:21:17,2019
34,34,CHEREL Mikaël,AG2R La Mondiale,25,30,1:22:321:22:32,2019
35,35,KONRAD Patrick,BORA - hansgrohe,25,25,1:24:351:24:35,2019
36,36,VAN AVERMAET Greg,CCC Team,25,25,1:27:561:27:56,2019
37,37,SOLER Marc,Movistar Team,25,25,1:35:451:35:45,2019
38,38,HAIG Jack,Mitchelton-Scott,25,25,1:36:591:36:59,2019
39,39,NIBALI Vincenzo,Bahrain Merida,25,25,1:37:021:37:02,2019
40,40,KÄMNA Lennard,Team Sunweb,25,25,1:39:361:39:36,2019
41,41,VUILLERMOZ Alexis,AG2R La Mondiale,20,25,1:40:071:40:07,2019
42,42,IZAGIRRE Gorka,Astana Pro Team,20,25,1:40:171:40:17,2019
43,43,STUYVEN Jasper,Trek - Segafredo,20,25,1:43:421:43:42,2019
44,44,TEUNS Dylan,Bahrain Merida,20,25,1:44:171:44:17,2019
45,45,ROCHE Nicolas,Team Sunweb,20,25,1:47:201:47:20,2019
46,46,VAN BAARLE Dylan,Team INEOS,20,25,1:51:381:51:38,2019
47,47,HENAO Sergio,UAE-Team Emirates,20,25,1:52:371:52:37,2019
